title	is_fake
Клуб НХЛ забросил три шайбы за 53 секунды	0
Немецкий школьник сделал открытие в классической механике	0
Уровень безработицы в еврозоне вырос до 10 процентов	0
Желающие на выходных выехать за границу россияне заплатят пошлину 50 тысяч рублей	1
ФАС заподозрила таможенников в нарушении антимонопольных законов	0
Владимир Кличко победил Александра Поветкина	0
С Байконура успешно стартовал юбилейный Протон-М	0
Российская дзюдоистка Кузютина завоевала бронзу Олимпийских игр	0
Чехия вышлет ещё 30 российских дипломатов из-за ввода войск 1968 года	1
ВМС США начали поиск замены истребителям Super Hornet	0
Канаева завоевала пятое золото на ЧМ по художественной гимнастике	0
Официальный курс евро упал ниже 80 рублей	0
Роскомнадзор запретил упоминание клитора на территории Российской Федерации	1
СМИ узнали названия выводивших средства за рубеж российских банков	0
«Мы хотим на кухню»: возле главного офиса Burger King в Москве прошёл митинг за увеличение вакансий для женского персонала фастфуда	1
Американца, обезвредившего вооружённого члена запрещённой в России ИГИЛ, арестовали и обвинили в исламофобии	1
«Русские бомбы повредили основное весло на нашем корабле»: Минобороны Великобритании опубликовало официальное заявление после инцидента в Чёрном море	1
А он по-вашему не заслужил?: Симоньян посоветовала россиянам не ныть про чужие дворцы и вспомнить, как Путин спас их от девяностых	1
Лувр объявил о продаже мебельного гарнитура Людовика XIV бизнесмену из Геленджика	1
Роспотребнадзор пригрозил замедлить ввоз импортных лекарств, чтобы наказать Запад за санкции	1
Нью-йоркский суд подтвердил невиновность Дэна Брауна в плагиате	0
Биологический возраст человека научились вычислять по анализу крови	0
В РПЦ объяснили вспышку коронавируса в Москве безбожничеством и недостаточными пожертвованиями на храмы	1
Средняя цена литра бензина Аи-95 в России превысила 40 рублей	0
Первая российская умная бомба похитила деньги со счёта воинской части	1
Байден потребовал от Путина закрыть КамАЗ для получения приглашения на саммит по климату	1
Чемпион мира по тайскому боксу стал боевиком «Исламского государства»	0
Цена нефти WTI снизилась после публикации данных о запасах США	0
Линда Хэмилтон сыграет мать живого компьютера	0
Съемки Хоббита отложили из-за язвы Питера Джексона	0
Швейцарскую выставку с участием Ларри Кларка подвергли цензуре	0
Россия признает независимость Косово в обмен на признание Крыма	1
Уголовную ответственность вместо депутатов будут нести голосовавшие за них избиратели	1
За год население Хабаровского края выросло на полмиллиона. Главу региона могут представить к госнаграде	1
Oshkosh получил заказ на тысячу бронетранспортеров	0
Вышел трейлер «Персонального покупателя» с Кристен Стюарт	0
Клим Шипенко потерял видеозаписи, сделанные на борту МКС	1
Депутат КПРФ госпитализирован после укуса гремучей змеи, которую он пытался раздавить ботинком	1
Видео от Kuzno Productions, где итальянцы пробуют тюремную баланду, возглавило тренды YouTube	1
Астронавты вышли в космос ремонтировать оборудование МКС	0
Челси упустил шанс выйти в лидеры чемпионата Англии	0
Чубайс отменил продажу акций «Роснано»	0
В отместку за блокировку немецкоязычных YouTube-каналов RT российский турист обесточил турецкий отель с постояльцами из Германии	1
Главу ОКР Позднякова по ошибке заблокировали в Instagram	1
Доставка «Гитлер-кебаб» в Гамбурге просуществовала 12 минут с момента открытия	1
Депутат пожаловался на злоумышленников, которые перевели 50 млрд рублей с его счетов в швейцарский банк	1
Усманов написал письмо главе МОК в поддержку российских легкоатлетов	0
Лучше бы дали «Единой России»: Явлинский раскритиковал Европарламент за вручение премии Сахарова Навальному	1
Вася Обломов не смог стать почётным гражданином Магаданской области из-за отсутствия судимости	1
Нонна Мордюкова госпитализирована в ЦКБ	0
Страховщикам предсказали многомиллиардные убытки из-за засухи в США	0
На Прямой линии Путин пообещал пока не отдавать Сибирь Китаю	1
Из конструкции гоночного КамАЗа исчезла последняя отечественная деталь	1
Роскомнадзор проверит на пропаганду гомосексуализма мультфильмы Голубой щенок и Летучий корабль	1
В Якутии проведут первую в России олимпиаду по украинскому языку	1
Появилось видео из раздевалки «Ростова» после победы над «Андерлехтом»	0
Украина пригрозила санкциями партнерам «Северного потока-2»	0
Airbus построит крупнейшую в мире спутниковую группировку	0
Депутатов обяжут выполнять не менее 5% от предвыборных обещаний	1
Работающие в нерабочие дни получат из бюджета по 10 тысяч рублей	1
Цены на автомобили ГАЗ и ВАЗ выросли	0
«У Николая II тоже был дворец и мы прекрасно помним, чем это закончилось»: историк предупредил элиты об опасности роскоши	1
Россия, Украина, Белоруссия и Казахстан приступили к созданию единого экономического пространства	0
Роскосмос назовёт свой луна-парк в Сколково в честь Гагарина	1
23 января в Москве пройдут плановые работы по замене тротуарной плитки	1
ЦБ отозвал лицензии у московского и смоленского банков	0
Примем меры, если он не откажется от премии!: В Союзе журналистов отреагировали на присуждение Нобелевской премии Муратову	1
Система iOS 8 закрыла госорганам доступ к контенту пользователей	0
Fitch предупредило о возможном снижении рейтинга Китая	0
В Госдуме предложили лишить Манижу российского гражданства	1
Противникам вакцинации начали блокировать сим-карты	1
«Барселона» разгромила «Реал» в «Эль-Класико»	0
Определена эффективная при сахарном диабете диета	0
Марат Хуснуллин предложил включить Москву в состав Российской Федерации	1
Центр Гамалеи выпустит вакцину «Спутник Зеро» без добавления сахара	1
С 1 июля перевыпустить карту Сбербанка можно будет только у сотрудника, который оформлял её ранее	1
Армия фанаток BTS заняла 12 место по боеспособности в мире	1
Новой ведущей шоу «Вечерний Ургант» стала Екатерина Андреева	1
Дональд Трамп завел страницу в «Одноклассниках»	1
Сторонники Греты Тунберг взорвали нефтехранилище стратегического резерва Индии	1
В сети появилась петиция с призывом вернуть Михаила Ефремова в колонию	1
Камасутра признана олимпийским видом спорта	1
Lady GaGa и Бейонсе выдвинуты на награды MTV в девяти номинациях	0
«Роскосмос» разместил вакансию мемолога	1
Россия объявила торговую войну ЕС и его сателлитам	0
Билл Гейтс: «Чипированные получат право на бесплатное обновление продуктов Microsoft»	1
Алексея Навального экстрадируют в КНДР по делу об оскорблении Сталина	1
В Воронеже с размахом отметят юбилейный прорыв теплотрассы	1
Дмитрий Рогозин заявил об успешном завершении работы модуля «Наука»	1
Московская полиция поможет Таджикистану мобилизовать резервистов для войны с талибами	1
В новых MacBook появится модуль 3G	0
В геленджикском дворце ищут заблудившихся офицеров с «ядерным чемоданчиком»	1
Местом действия «S.T.A.L.K.E.R. 2» станет Норильск	1
В США приняли на вооружение ядерную бомбу с пониженным выбросом углекислого газа	1
Объявившая о воссоединении группа «Тату» проведет тур в поддержку традиционных ценностей	1
«АвтоВАЗ» повысил цены	0
Плющенко рассказал об успешно перенесенной операции	0
Китай арестовал 275 пассажиров авиалайнера, летевшего из США на Тайвань	1
Григорий Явлинский открыл отделение партии «Яблоко» в Севастополе	1
Названа неустранимая опасность лишнего веса	0
Вторая очередь Эрмитажа откроется в Геленджике весной 2022 года	1
У посольства США в Москве прошел митинг бездомных за отмену американских санкций против Xiaomi	1
Из-за роста цен на жильё жители Астрахани переселяются в бобровые хатки	1
Цены на нефть вынудили Еврокомиссию повысить прогноз по инфляции	0
Израиль купил 30 итальянских учебных самолетов	0
В Госдуме призвали запретить пароли длиннее 5 символов	1
Золотовалютные резервы России выросли на рекордные 62 процента	0
МЧС наградило школьника, разбившего вечером 14 февраля 20 фонариков	1
Попогребский вошел в жюри фестиваля Сандэнс	0
В Госдуме предложили принудительно заменить в смартфонах россиян Clubhouse на Яндекс.Телемост	1
Казаки перессорились из-за мест в Совете Федерации	1
Чемпион мира по гимнастике признался в употреблении кокаина	0
На новогоднем утреннике в Ельцин-центре Дед Мороз заявил, что чувствует себя Снегурочкой	1
Закрыли уголовное дело бывшего гендиректора компании Русский стандарт Водка	0
Химики продемонстрировали кандидата в предшественники РНК	0
Конгресс США навязывает Рамсфелду 10 тысяч солдат	0
ЦСКА обыграл в гостях Летовус Ритас в первом матче Топ-16 баскетбольной Евролиги	0
Новый директор объяснил увольнения в Исаакии оптимизацией штата	0
В течение 2022 года каждого российского чиновника обяжут написать статью об Украине	1
Илон Маск купил компанию по производству экомобилей на паровой тяге	1
158-летняя избирательница пришла в студию CNN и подтвердила, что голосовала за Байдена	1
ОМОН разогнал очередь у офиса «Турецких авиалиний», приняв её за пикет	1
Комплексы «Бук», развернутые под Минском, возвращаются в места постоянной дислокации	1
В РПЦ рассказали, как привили 9 млн прихожан при помощи ГМО-ладана со «Спутником V»	1
Сергей Собянин пообещал очистить Москву от коренных москвичей к 2030 году	1
Американский суд запретил называть Байдена бидоном	1
Двигатели для ракет «Ангара» предложили сделать многоразовыми	0
Кнессет Израиля постановил сделать обрезы из всего огнестрельного оружия	1
Опубликуют неизвестные произведения Сэлинджера	0
Российских дачников обяжут выращивать морковь	1
УАЗ объяснил рост цен на свою продукцию глобальным подорожанием нанопроводников	1
В Дагестане зарплата учителей будет зависеть от полученных школьниками оценок	1
Москвичи могут посмотреть и послушать одного из крупнейших писателей Испании	0
В Германии найдены фрагменты конной статуи императора Августа	0
Виктор Золотов призвал женщин, не готовых воспитывать детей, отдать их в Росгвардию	1
Строители обвинили Евроцемент груп в незаконном повышении цен	0
Приехавшие в клуб на ковидную вечеринку москвичи были оштрафованы выпивавшими там сотрудниками полиции	1
Лыжница принесла сборной России шестое золото Паралимпиады	0
Greenpeace начнёт выбрасывать в океан биоразлагаемый пластик для кормёжки китов	1
ВМС Индии вооружились вторым фрегатом-невидимкой	0
Сихарулидзе определил главный недостаток дуэта Кавагути и Смирнова	0
Moodys понизило кредитный рейтинг Латвии	0
Россия и Белоруссия не договорились о поставках нефти	0
Тимошенко преодолела топливный кризис	0
LG G5 снабдят всегда включенным экраном	0
Уральского вице-губернатора похитили неизвестные и заставили его принять в дар шесть квартир и внедорожник	1
На «Иннопроме» подписано соглашение о ремонте детского сада в селе Арамашево	1
Участники климатического форума в Глазго выбросили в море 14 тонн пластиковых стаканчиков	1
В «Сколково» вывели собаку, которая самостоятельно прошла курсы фронтенд-разработки в «Яндексе»	1
Виктор Янукович отказался приютить Альфу Конде в своём ростовском доме из расистских соображений	1
Центробанк запретил выдавать кредиты на айфоны	1
Россиян могут наказать за уклонение от участия во Всероссийской переписи населения	1
Бритни Спирс обвинили в жестоком обращении с детьми	0
Центр Новосибирска войдёт в список объектов всемирного культурного наследия ЮНЕСКО	1
Динамо не удержало победу в матче с Сатурном	0
Обманутые сочинские дольщики оказались наркоманами	1
Газпром вложит в Анголу 100 миллионов долларов	0
Терновый венец Иисуса замироточил нефтью	1
В Англии сняли фильм о палаче 600 человек	0
Российская семья, назвавшая новорожденных близнецов Марио и Луиджи, выплатит Nintendo 14 млн рублей	1
Милиция защитила футболистов Локомотива от болельщиков	0
Официально анонсировано третье дополнение к Skyrim	0
Футболист «Зенита» отделался штрафом за буйство в аэропорту	0
В «Союзмолоке» назвали треть надоев «бумажными»	0
Травма спины не помешает Лоськову выступить на Евро	0
Победная серия лидера чемпионата КХЛ прервалась	0
С 16 августа вход в мавзолей Ленина будет доступен исключительно после предъявления QR-кода	1
В Киргизии прошёл фестиваль насвайной скульптуры	1
Собянин подарит Омску три станции московского метро	1
В Бельгии запретили школам принимать на работу учителей без татуировок	1
Путин и Назарбаев поделили Каспийское море	0
Чиновники объявили голодовку из-за переноса Ялтинского экономического форума	1
Ирак не согласился обменять долг перед Россией на нефть	0
В России создадут национальный реестр антипрививочников	1
Спартак доволен решением по делу Сычева	0
Выигранный «Авангардом» кубок Гагарина пропал в 4-метровой дорожной яме	1
Кудрин счел нереалистичным выполнение задачи Медведева по ВВП	0
С июля вырастут тарифы на газ, электроэнергию и грузовые железнодорожные перевозки	0
Пользователи интернета назначили Альбу девушкой Бонда	0
Турецкий форвард Нихат отказался перейти в Спартак	0
Решение Цукерберга придержать акции Facebook помогло им вырасти на 5 процентов	0
Роскосмос опроверг отказ от полетов на Луну	0
Нацгвардия подала иск Дональду Трампу на 14 млн долларов из-за зимних протестов	1
Обнаружена волшебная тумбочка: с главы ГИБДД Ставропольского края сняты обвинения в коррупции	1
Лукашенко предложил перевести Навального в минский СИЗО	1
Глава Роскосмоса выступит с просветительской миссией перед американскими школьниками	1
MeToo: 90-летняя американка, в детстве посетившая мавзолей Ленина, рассказала о домогательствах со стороны вождя мирового пролетариата	1
Египетским властям передали голову Аменхотепа III	0
Алтайский край поднимет среднюю зарплату в регионе путём увеличения числа членов краевого правительства	1
Археологи обнаружили первого в истории журналиста-интервьюера, жившего в III тысячелетии до нашей эры	1
Центробанк понизил курс евро на 61 копейку	0
Moodys сохранило негативный прогноз развития российской банковской системы	0
Китай поддержит заявку Владивостока на проведение летней Олимпиады-2036	1
Среди зрителей парада Победы в Санкт-Петербурге были задержаны сторонники Алексея Навального	1
Барселона поставила ультиматум основному вратарю	0
После запрета американскому посольству нанимать россиян жители Подмосковья перестали мочиться в подъездах	1
В Швеции издали Библию, в которой Иисус не упоминается по имени	1
Астрономы увидели молодые Солнечные системы	0
Языки народов России войдут в школьную программу	1
Чешский линкор «Ян Жижка» взял курс на Керченский пролив	1
В Москве наградили школьника, который сообщил о покупке родителями поддельного сертификата о вакцинации	1
Чубайс предложил ограничить новогодние выходные тремя днями	1
В бюджет-2022 заложили полтриллиона рублей на возрождение колхозов	1
Вместо Сковороды на купюре номиналом 500 гривень разместят кастрюлю	1
Владимир Зеленский проведет новогодний корпоратив в МВФ для погашения части госдолга Украины	1
Нидерланды закупят сушёный конский навоз для отопления жилых домов	1
Глава «Вымпелкома» предсказал исчезновение безлимитных тарифов	0
«Москвичи здесь не обслуживаются»: рестораны и магазины Краснодарского края вводят санкции против жителей столицы	1
Байдену проведут операцию по имплантации SSD-диска	1
Разбор гостиницы Россия обойдется в 22 миллиона долларов	0
Чиновников научат незаметно присваивать деньги из бюджета	1
Путин объявил 2022 год Годом прав человека в России	1
Священник запретил тушить пожар, возникший от благодатного огня	1
Игрок ФК Москва отверг обвинения в расизме	0
Олимпийская чемпионка Журова провела экскурсию для школьников	0
Прогрессивные СМИ бьют тревогу из-за возможного роста наркофобии после новосибирского инцидента	1
На карте мира племени майя на 2022 год отсутствует Великобритания	1
В Москве задержали американца, умышленно заразившего коронавирусом Дмитрия Киселёва	1
Подготовлен законопроект о переселении москвичей в Арктику	1
«Они ничего не сделали, просто вышли и спели»: Юрий Лоза раскритиковал победителей Евровидения	1
Ельцин-центр потратит на празднование дня рождения Сороса 100 млн рублей	1
Моргенштерн назначен врио губернатора Пензенской области	1
Cовет управляющих ФРС США покидает Фредерик Мишкин	0
В Шотландии умер создатель банкомата	0
Эминем высмеял Эми Уайнхаус в новом клипе	0
ЕСПЧ призвал Россию прекратить репрессии в отношении сотрудников ГИБДД	1
Минобороны отправит в отставку всех офицеров с фамилией Власов	1
Пласидо Доминго поет в Кремле не на Соборной, а на Красной площади	0
«Темные молнии» назвали предвестниками обычных	0
Земекис — Спилбергу: дружба — дружбой, а бизнес — врозь	0
Сергей Юран продолжит карьеру тренера в России	0
Star Ocean: The Last Hope выйдет на неделю раньше обещанного	0
SWTOR появится в Европе и США одновременно	0
Владимир Мединский. «Русофобские высказывания лидеров Европы и США от Карла Великого до Байдена»	1
Восстановление Саяно-Шушенской ГЭС подешевело на 7 миллиардов рублей	0
Капитан Арсенала заказал результаты жеребьевки Лиги чемпионов	0
В ответ на приостановку поставок тухлых яиц Грузия закроет завод «Боржоми» в Саранске	1
Украина решила продать российские активы в Крыму	0
Французские коммунисты требуют вынести тело Наполеона из Дома инвалидов	1
Гостей Ялты просят не нападать на крокодилов, сбежавших при затоплении крокодиляриума	1
Airbus не получил в феврале ни одного заказа	0
Автор лучшего комментария в защиту Бузовой получит дом в Подмосковье	1
Глава ФРС отчитается перед Конгрессом о покупке активов Bear Stearns	0
В Германии согласовали митинг антипрививочников у памятника доктору Менгеле	1
В честь 199-летия ИА «Панорама» князь Монако присвоил дворянство 11 сотрудникам издательства	1
Китай вложит миллиарды долларов в курорты Северного Кавказа	0
Кержаков выздоровел к матчу с Арменией	0
Дорожные знаки в Москве дополнят табличками со шрифтом Брайля	1
Биологи разобрались в предназначении когтей хищных птиц	0
Кельтский тигр не приедет в Москву	0
У берегов Калифорнии появилась подводная лаборатория	0
Поражение в игре с Польшей не помешало команде США выйти в 1/8 финала	0
Razer представила мышку-трансформер	0
Чемпионский бой Валуева перенесен на неопределенный срок	0
Самой популярной игрой апреля в США стала Prototype 2	0
Байден подписал указ о скачкообразном увеличении цен на продукты в России	1
Алексея Навального поместили в штрафной изолятор за критику движения «Талибан»*	1
Константин Эрнст: «Мы не отправляли Манижу на Евровидение, ее заявка была отозвана 2 недели назад»	1
Источник допустил потерю «Прогресса»	0
Мир Heroes of Might and Magic V расширится на восток	0
Вход на последнюю выставку Мамышева-Монро сделали бесплатным	0
Защитника клуба НХЛ обвинили в браконьерстве	0
Месси удалили камни в почках	0
“70 – это новые 30”: российские ученые определили лучший возраст для политиков	1
Педро Альмодовар прервал съемки своего нового фильма	0
В ходе антитеррористической операции Альфа задержала похитителя рецепта сырков Б.Ю. Александров	1
Доминирование динозавров объяснили быстрым размножением	0
Сапсаны перевезли полтора миллиона пассажиров	0
CNN выпустил фильм-расследование о 58-этажном дворце Дональда Трампа	1
Опубликован баттл Оксимирона и Dizaster с русским переводом	0
Грета Тунберг осудила авиакомпании, которые увеличат углеродный след из-за полётов в обход Белоруссии	1
Россия перейдет на собственную систему измерений	1
Росстат приукрасил данные о темпах роста промышленности	0
Уличённых в коррупции чиновников отправят в Соловецкий монастырь	1
Российской пловчихе стало плохо после финиша	0
Заказчика скульптуры против гендерного неравенства оштрафовали за сексизм в США	0
Московское Динамо пробилось в ТОП-16 баскетбольной Евролиги	0
Пропавшего в лесу пенсионера привлекли к ответственности за несанкционированный сбор ягод	1
В первую сотню миллиардеров мира вошли семь россиян	0
Пойманная Путиным щука получит материальную компенсацию по решению ЕСПЧ	1
В Эрмитаже появится зал с мебелью экс-главы ГИБДД Ставрополья	1
Суд запретил в России хит AC/DC «Highway to Hell»	1
«Манчестер Сити» обыграл «Челси» в чемпионате Англии	0
Золотов принял Расторгуева в Союз боевых офицеров России	1
В рейтинге стоимости жизни Москва опустилась на 18 позиций	0
Отпуск летом смогут брать только работники с детьми	1
Залп донецких РСЗО «Снежинка» и «Чебурашка» попал на видео	0
МОК восстановил членство Олимпийского комитета России	0
Российская легкоатлетка выиграла олимпийское золото с мировым рекордом	0
Межведомственная комиссия перепишет финал Колобка	1
Билл Гейтс отзывает чип, которым Лукашенко вылечили от коронавируса, из-за технической неисправности	1
Государство получило право принудительно женить россиян	1
Sony представила три компьютера-моноблока	0
Песков сообщил, что во время самоизоляции Путин будет учиться играть на арфе	1
Марин Ле Пен призвала отказаться от евро ради экю	0
С 23 ноября Сбербанк начнёт продавать гражданам СССР доллар по 64 копейки	1
Габриэль Гарсиа Маркес простил Голливуд ради денег	0
Прибыль «Роснефти» выросла в два раза	0
Печерский районный суд Киева запретил деятельность УЕФА на Украине	1
«Спокойной ночи, малыши!» покажут специальный выпуск, посвященный ГКЧП	1
YouTube-канал Дмитрия Пучкова заблокировали в Израиле	1
Лидеру сборной Швеции по хоккею сломали ногу шайбой	0
Минфин: повышение цен на водку не приведёт к подорожанию алкоголя	1
В Иерусалиме торжественно открыли памятник Сталину	1
Безработица в Испании упала впервые за два года	0
Во МХАТе вручили театральную премию Чайка-2002	0
Новую часть Ratchet & Clank выпустят на Blu-ray	0
Украинские атомщики возобновят поставки электроэнергии в Россию	0
Паромное сообщение между Сахалином и Японией закроют из-за убытков	0
У нас знаете сколько больных каждый день?: в омской больнице не вспомнили пациента Навального	1
Миасского бомжа признали нежелательной организацией-физлицом за реабилитацию нацизма	1
Эшли Симпсон вышла замуж за басиста Fall Out Boy	0
Дворкович подтвердил выдвижение сына Сергея Иванова в набсовет Россельхозбанка	0
«Роснефть» решила продать активы Чечне	0
Ягр назвал силовой прием Овечкина нелегальным	0
Прихожане нижегородского храма установили у ворот бюст Ленина для оплевания	1
14 февраля состоится всероссийский фестиваль стрельбы по фонарикам	1
В Киеве появилась улица Алексея Навального	1
Максим Чудов объявил о завершении карьеры	0
Николай Лукашенко стал единственным кандидатом на выборах старосты класса	1
Сотрудники Pixar нарисовали мультфильм в свободное от работы время	0
Украинский олимпиец похвастался футболкой с цитатой Яценюка про пулю в лоб	0
Тверской суд обязал Германию оплатить восстановление железной дороги в Твери	1
Дерипаска выступил против избрания Стржалковского на пост гендиректора Норникеля	0
Валентин Юдашкин создаст униформу полевых капелланов РПЦ	1
Peugeot отзовет в России 2,5 тысячи кроссоверов	0
Российские банки увеличили прибыль в пять раз	0
Telenor не удалось заблокировать слияние Vimpelcom и Wind	0
В сети опубликовали ответы Путина на прямой линии 30 июня	1
Писателя Александра Пелевина не смогли арестовать из-за нехватки мест в спецприёмнике	1
Российские губернаторы опоздали на военные сборы	0
Для депутатов, не прошедших в новый состав Госдумы, организуют курсы по возвращению в реальную жизнь	1
В России запретят работать программистами без наличия профильного образования	1
В России запретят продавать сигареты с 23:00 до 8:00	1
СМИ узнали о смене гендиректора Российских космических систем	0
Из-за угрозы обрушения в Ярославле закрыт торговый комплекс	0
Грета Тунберг обвинила Петрова и Боширова в глобальном потеплении	1
Премьер-министр Таиланда покупает Ливерпуль	0
Авиакомпания «Белавиа» будет доставлять мигрантов в Минск на самолётах «Сухой Суперджет»	1
В Сызрани из-за сорвавшегося приезда губернатора вернули траве жёлтый цвет	1
Абрамович предстал перед швейцарским судом	0
На месте утечки дизельного топлива в Норильске создадут туристический маршрут	1
Мэрил Стрип получит награду Центра Кеннеди	0
Разбившуюся бобслеистку перевезли в Мюнхен на вертолете	0
Доказано внеземное происхождение кинжала Тутанхамона	0
Незабившего пенальти футболиста «Спартака» попросили уйти	0
Лукойл предложил выплачивать дивиденды два раза в год	0
«Вдвое дешевле плацкарта»: РЖД начнёт продавать билеты зацеперам	1
По поручению Путина ель в селе Красноярского края украсили новогодними игрушками	1
Плющенко выиграл турнир в Японии	0
Медведев призвал привыкнуть к дешевой нефти и санкциям	0
Оплатить покупку алкоголя в российских магазинах можно будет только картой «Мир»	1
Ванга предсказала помазание нового русского царя в сибирской тайге	1
Президент Epic Games рассказал об отмененном сиквеле Bulletstorm 2	0
В апарт-отеле Аркадия Ротенберга пройдет серия семинаров, посвященных борьбе с коррупцией	1
Всё, что отравляет твою страну сегодня – это то, что ты не запретил вчера: в Госдуме объяснили рост числа законов с запретами	1
В Сколково разработали ускоритель интернета	1
Ассоциация НПФ собрала больше половины пенсионных накоплений в России	0
Газпром резко сократил экспорт газа	0
Следственный комитет начал проверку по факту растраты при разработке дизайна логотипа ЗАО «Кировлес» студией Артемия Лебедева	1
Министр культуры: «Ради снятия санкций готовы проводить столько ЛГБТ-фестивалей, сколько потребуется»	1
Ананд не смог обыграть Крамника во второй партии матча на первенство мира по шахматам	0
Обзор рынков: повышение учетной ставки обвалило европейские индексы	0
